,permit_id_activity,activity_id,title,assigned_to,done_by,status_activity,date_requested,target_date,received_date,permit_id,name,address,application_date,project_name,status,description,geopoint,county
2,BLD2019-53811,201902221006312400,(F) PRINT JOB CARD,Unknown,EBA,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-22,BLD2019-53811,CLARA/OFFICE OF THE CITY CLERKS CITY OF SANTA  </br>,5001 GREAT AMERICA PKWY ,2019-02-19,HYATT GRAND BALLROOM,FNL,"STAGE for Jump Dance Event on 4/26/19 to 4/28/19. Set-up will be on 4/25/19 & removed on 4/28/19. (For approvals, BLD2018-50552)","[-121.975247, 37.4046706]",Santa Clara
3,BLD2019-53811,201902191428530120,APPLICATION RECEIVED,Unknown,WEB,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,BLD2019-53811,CLARA/OFFICE OF THE CITY CLERKS CITY OF SANTA  </br>,5001 GREAT AMERICA PKWY ,2019-02-19,HYATT GRAND BALLROOM,FNL,"STAGE for Jump Dance Event on 4/26/19 to 4/28/19. Set-up will be on 4/25/19 & removed on 4/28/19. (For approvals, BLD2018-50552)","[-121.975247, 37.4046706]",Santa Clara
4,BLD2019-53811,201904151414010131,599 BUILDING FINAL,JVID,JVID,PASS,2019-04-15,2019-04-25,2019-04-25,BLD2019-53811,CLARA/OFFICE OF THE CITY CLERKS CITY OF SANTA  </br>,5001 GREAT AMERICA PKWY ,2019-02-19,HYATT GRAND BALLROOM,FNL,"STAGE for Jump Dance Event on 4/26/19 to 4/28/19. Set-up will be on 4/25/19 & removed on 4/28/19. (For approvals, BLD2018-50552)","[-121.975247, 37.4046706]",Santa Clara
5,BLD2019-53811,201904091009510393,599 BUILDING FINAL,Unknown,Unknown,CNCL,2019-04-09,2019-04-17,2019-04-09,BLD2019-53811,CLARA/OFFICE OF THE CITY CLERKS CITY OF SANTA  </br>,5001 GREAT AMERICA PKWY ,2019-02-19,HYATT GRAND BALLROOM,FNL,"STAGE for Jump Dance Event on 4/26/19 to 4/28/19. Set-up will be on 4/25/19 & removed on 4/28/19. (For approvals, BLD2018-50552)","[-121.975247, 37.4046706]",Santa Clara
6,BLD2019-53811,201904251654546490,600 (STATUS) PERMIT FINAL,Unknown,JVID,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-04-25,BLD2019-53811,CLARA/OFFICE OF THE CITY CLERKS CITY OF SANTA  </br>,5001 GREAT AMERICA PKWY ,2019-02-19,HYATT GRAND BALLROOM,FNL,"STAGE for Jump Dance Event on 4/26/19 to 4/28/19. Set-up will be on 4/25/19 & removed on 4/28/19. (For approvals, BLD2018-50552)","[-121.975247, 37.4046706]",Santa Clara
0,FIR2019-00238,201902191444417220,FP Review,Unknown,AHY,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-03-28,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
1,FIR2019-00238,201902191445158080,Override - Parcel Holds,Unknown,JWU,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
2,FIR2019-00238,201902191445165080,Override - Parcel Holds,Unknown,JWU,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
3,FIR2019-00238,201902191445170720,Override - Parcel Holds,Unknown,JWU,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
4,FIR2019-00238,201902191445228230,Application Received,Unknown,JWU,DONE,1970-01-01 00:00:00,2019-02-19,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
5,FIR2019-00238,201902191445273460,Print Receipts All Payment,Unknown,JWU,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
6,FIR2019-00238,201902191445363150,Print Pending File Follow Up,Unknown,JWU,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
7,FIR2019-00238,201902191445455400,Print Fire Permit,Unknown,JWU,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
8,FIR2019-00238,201902191446225660,Print Permit Folder Label,Unknown,JWU,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
9,FIR2019-00238,201903281115252380,Resubmit Required,Unknown,AHY,DONE,2019-03-28,1970-01-01 00:00:00,2019-06-05,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
10,FIR2019-00238,201906051318396640,Override - Parcel Holds,Unknown,AHY,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
11,FIR2019-00238,201906051318401560,Override - Parcel Holds,Unknown,AHY,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
12,FIR2019-00238,201906051318404680,Override - Parcel Holds,Unknown,AHY,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
13,FIR2019-00238,201906051318417350,FP Review,Unknown,AHY,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
14,FIR2019-00238,201906051458492590,Resubmit Required,Unknown,AHY,Unknown,2019-06-05,1970-01-01 00:00:00,1970-01-01,FIR2019-00238,GLENNON PARTNERS LP </br>,1709 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-89.0572911, 42.5220602]",Santa Clara
0,FIR2019-00239,201902191451219810,FP Review,Unknown,AHY,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-03-28,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
1,FIR2019-00239,201902191454370770,Override - Parcel Holds,Unknown,JUES,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
2,FIR2019-00239,201902191454375780,Override - Parcel Holds,Unknown,JUES,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
3,FIR2019-00239,201902191454378620,Override - Parcel Holds,Unknown,JUES,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
4,FIR2019-00239,201902191454437890,Application Received,Unknown,JUES,DONE,1970-01-01 00:00:00,2019-02-19,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
5,FIR2019-00239,201902191454476850,Print Receipts All Payment,Unknown,JUES,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
6,FIR2019-00239,201902191454578630,Print Fire Permit,Unknown,JUES,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
7,FIR2019-00239,201902191455180620,Print Pending File Follow Up,Unknown,JUES,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
8,FIR2019-00239,201902191455302520,Print Permit Folder Label,Unknown,JUES,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
9,FIR2019-00239,201903281115061230,Resubmit Required,Unknown,AHY,DONE,2019-03-28,1970-01-01 00:00:00,2019-06-05,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
10,FIR2019-00239,201905271129474970,Override - Activity Holds,Unknown,JUES,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-05-27,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
11,FIR2019-00239,201905271129491290,Override - Parcel Holds,Unknown,JUES,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-05-27,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
12,FIR2019-00239,201905271129495840,Override - Parcel Holds,Unknown,JUES,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-05-27,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
13,FIR2019-00239,201905271129499840,Override - Parcel Holds,Unknown,JUES,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-05-27,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
14,FIR2019-00239,201905271130058300,Resubmittal Received,Unknown,JUES,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-05-27,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
15,FIR2019-00239,201906051500380120,Override - Parcel Holds,Unknown,AHY,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
16,FIR2019-00239,201906051500383560,Override - Parcel Holds,Unknown,AHY,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
17,FIR2019-00239,201906051500385440,Override - Parcel Holds,Unknown,AHY,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
18,FIR2019-00239,201906051500397140,FP Review,Unknown,AHY,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-06-05,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
19,FIR2019-00239,201906051500537690,Resubmit Required,Unknown,AHY,Unknown,2019-06-05,1970-01-01 00:00:00,1970-01-01,FIR2019-00239,GLENNON PARTNERS LP </br>,1597 GRANT ST ,2019-02-19,Unknown,RSB,Modify communication pathways/technologies for existing fire sprinkler monitoring system.,"[-121.9423781, 37.3565222]",Santa Clara
0,BLD2019-53812,201902221451164960,688 PLAN BIN,B96,Unknown,Unknown,2019-02-22,1970-01-01 00:00:00,1970-01-01,BLD2019-53812,PARKWAY PROPERTIES </br>,2821 SCOTT BLVD ,2019-02-19,ROCHE,ACT,ELECTRICAL - Install 22 (n) outlets. ,"[-121.9580649, 37.372046]",Santa Clara
1,BLD2019-53812,201902191540547630,APPLICATION RECEIVED,Unknown,EBA,DONE,1970-01-01 00:00:00,2019-02-19,2019-02-19,BLD2019-53812,PARKWAY PROPERTIES </br>,2821 SCOTT BLVD ,2019-02-19,ROCHE,ACT,ELECTRICAL - Install 22 (n) outlets. ,"[-121.9580649, 37.372046]",Santa Clara
2,BLD2019-53812,201902191541144670,662 BLDG ELEC REV COMMENTS,Unknown,DHA,DONE,2019-02-19,1970-01-01 00:00:00,2019-02-19,BLD2019-53812,PARKWAY PROPERTIES </br>,2821 SCOTT BLVD ,2019-02-19,ROCHE,ACT,ELECTRICAL - Install 22 (n) outlets. ,"[-121.9580649, 37.372046]",Santa Clara
3,BLD2019-53812,201902191550223710,PERMIT CENTER COMMENT w/HOLD,Unknown,SHIL,DONE,2019-02-19,1970-01-01 00:00:00,2019-02-21,BLD2019-53812,PARKWAY PROPERTIES </br>,2821 SCOTT BLVD ,2019-02-19,ROCHE,ACT,ELECTRICAL - Install 22 (n) outlets. ,"[-121.9580649, 37.372046]",Santa Clara
4,BLD2019-53812,201902211152580770,(F) ISSUE  PERMIT,Unknown,SHIL,DONE,1970-01-01 00:00:00,2019-02-21,2019-02-21,BLD2019-53812,PARKWAY PROPERTIES </br>,2821 SCOTT BLVD ,2019-02-19,ROCHE,ACT,ELECTRICAL - Install 22 (n) outlets. ,"[-121.9580649, 37.372046]",Santa Clara
5,BLD2019-53812,201902211153055140,(F) PRINT JOB CARD,Unknown,SHIL,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-21,BLD2019-53812,PARKWAY PROPERTIES </br>,2821 SCOTT BLVD ,2019-02-19,ROCHE,ACT,ELECTRICAL - Install 22 (n) outlets. ,"[-121.9580649, 37.372046]",Santa Clara
6,BLD2019-53812,20190702073558HE3,299 ELECTRICAL FINAL,DTOM,DTOM,FAIL,2019-07-02,2019-07-10,2019-07-10,BLD2019-53812,PARKWAY PROPERTIES </br>,2821 SCOTT BLVD ,2019-02-19,ROCHE,ACT,ELECTRICAL - Install 22 (n) outlets. ,"[-121.9580649, 37.372046]",Santa Clara
0,PLN2019-13747,201902191635380110,Application Received,Unknown,DFER,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,PLN2019-13747,,781 LAWRENCE EXPY ,2019-02-19,Unknown,APP,Temporary banner fo 60 days ,"[-121.9950595, 37.3370115]",Santa Clara
1,PLN2019-13747,201902191635380420,Related Files,Unknown,DFER,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,PLN2019-13747,,781 LAWRENCE EXPY ,2019-02-19,Unknown,APP,Temporary banner fo 60 days ,"[-121.9950595, 37.3370115]",Santa Clara
2,PLN2019-13747,201902191635380580,Plans / Folder Location,Unknown,DFER,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,PLN2019-13747,,781 LAWRENCE EXPY ,2019-02-19,Unknown,APP,Temporary banner fo 60 days ,"[-121.9950595, 37.3370115]",Santa Clara
3,PLN2019-13747,201902191636005220,Fees Recalculated,Unknown,DFER,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,PLN2019-13747,,781 LAWRENCE EXPY ,2019-02-19,Unknown,APP,Temporary banner fo 60 days ,"[-121.9950595, 37.3370115]",Santa Clara
4,PLN2019-13747,201902191643399260,Architectural Review Approval,Unknown,DFER,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,PLN2019-13747,,781 LAWRENCE EXPY ,2019-02-19,Unknown,APP,Temporary banner fo 60 days ,"[-121.9950595, 37.3370115]",Santa Clara
0,BLD2019-53813,201902191714223260,APPLICATION RECEIVED,Unknown,EBA,DONE,1970-01-01 00:00:00,2019-02-19,2019-02-19,BLD2019-53813,PROMETHEUS REAL ESTATE </br>,500 MANSION CT U314 ,2019-02-19,MANSION GROVE APTS,FNL,"INT ALT (2x2)- Kitchen & Bath Remodel, R/R cabinets, plumbing fixtures. Install (n) water line for icemaker, install (n) circuit for microwave, r/r sub-panel, create laundry closet for w/d, install (n) washer & dryer hook-ups. (FOR PLANS, SEE BLD2017-49241) ","[-73.087749, 41.6032207]",Santa Clara
1,BLD2019-53813,201902191714553230,PERMIT CENTER COMMENT,Unknown,EBA,DONE,2019-02-19,1970-01-01 00:00:00,2019-02-19,BLD2019-53813,PROMETHEUS REAL ESTATE </br>,500 MANSION CT U314 ,2019-02-19,MANSION GROVE APTS,FNL,"INT ALT (2x2)- Kitchen & Bath Remodel, R/R cabinets, plumbing fixtures. Install (n) water line for icemaker, install (n) circuit for microwave, r/r sub-panel, create laundry closet for w/d, install (n) washer & dryer hook-ups. (FOR PLANS, SEE BLD2017-49241) ","[-73.087749, 41.6032207]",Santa Clara
2,BLD2019-53813,201902191715057900,PERMIT CENTER COMMENT w/HOLD,Unknown,EBA,DONE,2019-02-19,1970-01-01 00:00:00,2019-02-19,BLD2019-53813,PROMETHEUS REAL ESTATE </br>,500 MANSION CT U314 ,2019-02-19,MANSION GROVE APTS,FNL,"INT ALT (2x2)- Kitchen & Bath Remodel, R/R cabinets, plumbing fixtures. Install (n) water line for icemaker, install (n) circuit for microwave, r/r sub-panel, create laundry closet for w/d, install (n) washer & dryer hook-ups. (FOR PLANS, SEE BLD2017-49241) ","[-73.087749, 41.6032207]",Santa Clara
3,BLD2019-53813,201902191801204800,Override - Parcel Holds,Unknown,EBA,Unknown,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,BLD2019-53813,PROMETHEUS REAL ESTATE </br>,500 MANSION CT U314 ,2019-02-19,MANSION GROVE APTS,FNL,"INT ALT (2x2)- Kitchen & Bath Remodel, R/R cabinets, plumbing fixtures. Install (n) water line for icemaker, install (n) circuit for microwave, r/r sub-panel, create laundry closet for w/d, install (n) washer & dryer hook-ups. (FOR PLANS, SEE BLD2017-49241) ","[-73.087749, 41.6032207]",Santa Clara
4,BLD2019-53813,201902191801219460,(F) ISSUE  PERMIT,Unknown,EBA,DONE,1970-01-01 00:00:00,2019-02-19,2019-02-19,BLD2019-53813,PROMETHEUS REAL ESTATE </br>,500 MANSION CT U314 ,2019-02-19,MANSION GROVE APTS,FNL,"INT ALT (2x2)- Kitchen & Bath Remodel, R/R cabinets, plumbing fixtures. Install (n) water line for icemaker, install (n) circuit for microwave, r/r sub-panel, create laundry closet for w/d, install (n) washer & dryer hook-ups. (FOR PLANS, SEE BLD2017-49241) ","[-73.087749, 41.6032207]",Santa Clara
5,BLD2019-53813,201902191801304950,(F) PRINT JOB CARD,Unknown,EBA,DONE,1970-01-01 00:00:00,1970-01-01 00:00:00,2019-02-19,BLD2019-53813,PROMETHEUS REAL ESTATE </br>,500 MANSION CT U314 ,2019-02-19,MANSION GROVE APTS,FNL,"INT ALT (2x2)- Kitchen & Bath Remodel, R/R cabinets, plumbing fixtures. Install (n) water line for icemaker, install (n) circuit for microwave, r/r sub-panel, create laundry closet for w/d, install (n) washer & dryer hook-ups. (FOR PLANS, SEE BLD2017-49241) ","[-73.087749, 41.6032207]",Santa Clara
